sale_id,sale_date,customer_id,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_signup_date,product_id,product_name,category_name,unit_cost,unit_price,branch_id,branch_name,branch_city,sales_channel,quantity,discount_percent,payment_method,inventory_snapshot_date,stock_quantity,reorder_level
S000004244,2025-06-09,C029522,Amir,Mohammadi,amir.mohammadi29522@example.com,9130344909.0,Rasht,05-03-2023,P00373,Pro Puzzle 373,Health,394.19,520.69,B036,Express Branch 36,TEHRAN,store,3,15,card,13-07-2024,31,40
S000004245,10/22/2024,C007994,Amir,Rahimi,amir.rahimi7994@example.com,9253730390.0,Tabriz,2024/06/30,P00261,Smart Desk 261,Electronics,216.51,315.09,B032,Central Branch 32,shiraz,partner,3,20,cash,01-06-2024,362,20
S000004246,10-06-2024,C041750,Hana,Akbari,hana.akbari41750@example.com,9797590841.0,isfahan,2023/02/13,P00180,Plus Coffee 180,Furniture,366.97,527.06,B037,Bazaar Branch 37,Tehran,online,3,0,card,26-02-2023,293,75
S000004247,2025/10/29,C022767,Maryam,Salehi,maryam.salehi22767@example.com,9207658710.0,tehran,2024/03/04,P00272,Smart Coffee 272,Automotive,213.09,320.35,B037,Bazaar Branch 37,Tehran,online,2,0,wallet,16-06-2024,500,30
S000004248,2023-07-27,C040589,Leila,Hosseini,leila.hosseini40589@example.com,9433384342.0,Tehran,2021-08-31,P00205,Max Ball 205,Sports,276.44,597.66,B007,Central Branch 7,Qom,partner,2,15,card,18-01-2024,323,50
S000004249,11/24/2024,C041218,Omid,Moradi,omid.moradi41218@example.com,9677406614.0,Rasht,2021-06-06,P00124,Plus Coffee 124,Beauty,200.91,367.89,B022,Outlet Branch 22,Rasht,mobile,3,5,Online,2024/11/30,184,75
S000004250,18-01-2024,C042738,Arman,Jafari,arman.jafari42738@example.com,9204584046.0,isfahan,2023-07-16,P00394,Pro Puzzle 394,Jewelry,301.92,551.85,B038,East Branch 38,Tehran,mobile,4,25,cash,2024/12/03,454,100
S000004251,2024/10/24,C040490,Omid,Ahmadi,omid.ahmadi40490@example.com,9882833961.0,Karaj,07/17/2024,P00486,Classic Notebook 486,Toys,87.08,132.29,B004,Bazaar Branch 4,Rasht,partner,2,15,Online,2025/12/23,430,40
S000004252,2023-05-29,C036594,Arman,Hosseini,arman.hosseini36594@example.com,9592181658.0,Shiraz,04/30/2022,P00189,Basic Notebook 189,Grocery,261.49,410.24,B020,North Branch 20,Shiraz,online,6,0,CARD,2025/01/30,468,20
S000004253,10/15/2025,C017909,Sara,Rahimi,sara.rahimi17909@example.com,9482924863.0,Tehran,10/04/2023,P00061,Mini Sneakers 61,Electronics,249.12,360.36,B033,South Branch 33,isfahan,online,4,10,CARD,2024/12/29,158,100
S000004254,07-06-2024,C036663,Yasin,Moradi,yasin.moradi36663@example.com,9782285957.0,isfahan,22-02-2021,P00303,Max Ball 303,Books,21.36,45.56,B033,South Branch 33,isfahan,online,2,5,Online,2025/09/23,491,50
S000004255,2025/11/18,C001284,Yasin,Hosseini,yasin.hosseini1284@example.com,9449434459.0,Isfahan,08-06-2023,P00033,Smart Coffee 33,Health,338.72,496.36,B001,Central Branch 1,Rasht,online,10,25,online,2023/11/19,371,30
S000004256,2023-07-26,C026441,Maryam,Ahmadi,maryam.ahmadi26441@example.com,9895892405.0,Tehran,27-03-2023,P00439,Classic Puzzle 439,Gaming,297.94,763.39,B001,Central Branch 1,Rasht,online,5,20,card,2024-02-15,419,30
S000004257,02/04/2024,C039292,Arman,Karimi,arman.karimi39292@example.com,9170791219.0,Tabriz,2020/05/24,P00417,Basic Mixer 417,Baby,166.29,246.46,B009,South Branch 9,isfahan,store,1,20,cash,2025-01-13,35,40
S000004258,23-01-2024,C018557,Maryam,Akbari,maryam.akbari18557@example.com,9191420291.0,Rasht,2024/05/23,P00407,Classic Cream 407,Clothing,191.59,535.51,B014,Bazaar Branch 14,shiraz,mobile,1,10,Online,2025-04-12,481,100
S000004259,2025/06/25,C045357,Leila,Ahmadi,leila.ahmadi45357@example.com,9686869768.0,tehran,2021/01/07,P00444,Basic Ball 444,Beauty,101.01,270.28,B033,South Branch 33,isfahan,online,3,15,CARD,2023-02-27,112,40
S000004260,2024-08-02,C043563,Neda,Karimi,neda.karimi43563@example.com,9122441666.0,TEHRAN,2023-10-14,P00178,Max Puzzle 178,Travel,87.79,103.15,B013,Outlet Branch 13,Mashhad,mobile,4,0,wallet,2023-06-04,164,50
S000004261,05/29/2025,C014879,Mina,Moradi,mina.moradi14879@example.com,9183936347.0,Tehran,2021-11-27,P00493,Smart Ball 493,Health,196.16,387.38,B017,Express Branch 17,tehran,online,1,10,Online,2023-09-01,107,100
S000004262,25-03-2024,C017165,Neda,Akbari,neda.akbari17165@example.com,9603618561.0,Qom,2022-03-28,P00218,Plus Sneakers 218,Travel,224.03,624.54,B012,South Branch 12,Mashhad,online,5,25,cash,2024-04-06,326,10
S000004263,2023/11/15,C031470,Sara,Karimi,sara.karimi31470@example.com,9872446165.0,Isfahan,06/22/2023,P00127,Max Coffee 127,Clothing,116.97,270.98,B031,North Branch 31,Tehran,store,3,0,card,03/31/2023,308,75
S000004264,2025-07-01,C002174,Maryam,Karimi,maryam.karimi2174@example.com,9163258139.0,Karaj,10/28/2021,P00200,Plus Headphones 200,Furniture,258.18,676.84,B039,Mall Branch 39,Shiraz,online,3,10,online,01/19/2025,42,10
S000004265,09/17/2023,C047739,Yasin,Rostami,yasin.rostami47739@example.com,9709588010.0,Karaj,12/30/2022,P00456,Pro Desk 456,Pets,341.2,753.86,B010,Central Branch 10,Rasht,mobile,4,10,cash,10/18/2023,205,10
S000004266,29-09-2025,C027931,Maryam,Mohammadi,maryam.mohammadi27931@example.com,9953569828.0,TEHRAN,31-08-2021,P00355,Nova Headphones 355,Music,231.45,288.14,B021,Airport Branch 21,tehran,online,6,0,cash,03/30/2025,216,75
S000004267,2025/08/22,C039244,Maryam,Moradi,maryam.moradi39244@example.com,9884451158.0,Mashhad,31-03-2024,P00091,Prime Notebook 91,Garden,67.36,169.69,B011,Central Branch 11,TEHRAN,partner,1,0,CARD,12/31/2024,67,40
S000004268,2024-09-04,C014189,Ali,Rostami,ali.rostami14189@example.com,9661026403.0,Qom,24-11-2024,P00289,Classic Ball 289,Grocery,184.22,500.0,B037,Bazaar Branch 37,Tehran,online,2,10,Online,08/29/2023,280,75
S000004269,02/04/2024,C045578,Omid,Hosseini,omid.hosseini45578@example.com,9445649648.0,Isfahan,2023/04/18,P00068,Pro Mixer 68,Shoes,150.72,307.95,B031,North Branch 31,Tehran,store,2,0,online,10/28/2023,341,100
S000004270,16-09-2024,C030216,Maryam,Akbari,maryam.akbari30216@example.com,9936130631.0,Isfahan,2023/02/26,P00051,Classic Ball 51,Garden,94.83,161.88,B033,South Branch 33,isfahan,online,3,20,cash,14-06-2024,256,75
S000004271,2023/07/13,C035991,Amir,Ahmadi,amir.ahmadi35991@example.com,9674476199.0,Mashhad,2024/05/15,P00286,Plus Desk 286,Toys,31.38,72.28,B032,Central Branch 32,shiraz,partner,5,10,CARD,25-12-2025,113,20
S000004272,2024-07-29,C042183,Yasin,Mohammadi,yasin.mohammadi42183@example.com,9817118998.0,Karaj,2024-02-21,P00307,Nova Notebook 307,Clothing,103.14,175.72,B017,Express Branch 17,tehran,online,4,0,Online,31-07-2025,116,50
S000004273,11/03/2024,C035695,Sara,Rahimi,sara.rahimi35695@example.com,9977024580.0,Tabriz,2024-12-04,P00275,Mini Mixer 275,Music,9.96,27.06,B005,South Branch 5,TEHRAN,online,1,20,online,25-01-2024,187,20
S000004274,16-01-2023,C044335,Sara,Salehi,sara.salehi44335@example.com,9498871889.0,Isfahan,2023-08-04,P00074,Classic Sneakers 74,Jewelry,157.44,302.63,B018,North Branch 18,Tabriz,partner,2,15,CARD,21-12-2024,430,20
S000004275,2023/07/24,C013278,Ali,Karimi,ali.karimi13278@example.com,9877571768.0,isfahan,02/09/2020,P00212,Smart Puzzle 212,Automotive,203.94,292.16,B020,North Branch 20,Shiraz,online,8,0,CARD,04-05-2024,144,100
S000004276,2025-05-06,C009403,Omid,Rahimi,omid.rahimi9403@example.com,9872694476.0,tehran,06/12/2022,P00478,Plus Coffee 478,Travel,277.37,601.41,B026,Central Branch 26,Mashhad,partner,4,0,online,24-11-2023,303,75
S000004277,10/14/2023,C009433,Sara,Mohammadi,sara.mohammadi9433@example.com,9319697500.0,TEHRAN,03/30/2020,P00398,Plus Cream 398,Travel,94.68,206.26,B014,Bazaar Branch 14,shiraz,mobile,1,5,Online,2024/02/12,495,30
S000004278,12-09-2023,C047330,Amir,Salehi,amir.salehi47330@example.com,9139395750.0,Qom,19-09-2024,P00221,Eco Ball 221,Electronics,159.84,202.3,B034,Express Branch 34,isfahan,partner,1,0,cash,2025/07/31,328,30
S000004279,2023/08/22,C011581,Ali,Rahimi,ali.rahimi11581@example.com,9717254336.0,shiraz,21-03-2022,P00350,Plus Notebook 350,Office,165.98,197.33,B008,West Branch 8,Isfahan,store,2,15,CARD,2025/11/02,251,20
S000004280,2023-03-05,C011050,Arman,Rostami,arman.rostami11050@example.com,9735711706.0,shiraz,22-04-2022,P00479,Nova Mixer 479,Gaming,124.51,153.77,B014,Bazaar Branch 14,shiraz,mobile,5,10,online,2025/03/10,59,100
S000004281,12/28/2025,C049743,Ali,Rahimi,ali.rahimi49743@example.com,9127820435.0,Karaj,2021/01/19,P00018,Eco Headphones 18,Travel,87.72,230.0,B021,Airport Branch 21,tehran,online,2,25,wallet,2024/10/20,34,40
S000004282,31-12-2024,C037593,Hana,Mohammadi,hana.mohammadi37593@example.com,9526271268.0,Qom,2020/05/12,P00205,Max Ball 205,Sports,276.44,597.66,B040,Outlet Branch 40,tehran,online,3,0,online,2025/02/10,414,30
S000004283,2023/11/17,C009395,Omid,Rostami,omid.rostami9395@example.com,9391530995.0,Isfahan,2023/03/22,P00129,Max Sneakers 129,Grocery,52.81,102.47,B021,Airport Branch 21,tehran,online,1,0,online,2025/02/05,309,20
S000004284,2023-04-30,C030506,Amir,Mohammadi,amir.mohammadi30506@example.com,9219917284.0,isfahan,2024-11-02,P00105,Pro Puzzle 105,Sports,150.03,375.07,B002,Mall Branch 2,Karaj,partner,6,20,card,2025-02-20,411,100
S000004285,10/09/2023,C024378,Reza,Rahimi,reza.rahimi24378@example.com,9657117837.0,Karaj,2023-10-14,P00478,Plus Coffee 478,Travel,277.37,601.41,B037,Bazaar Branch 37,Tehran,online,10,5,Online,2023-11-11,446,30
S000004286,31-08-2024,C035960,Leila,Hosseini,leila.hosseini35960@example.com,9673524630.0,Isfahan,2024-01-09,P00496,Basic Sneakers 496,Pets,175.81,360.45,B031,North Branch 31,Tehran,store,3,5,Online,2023-10-23,192,20
S000004287,2025/10/16,C007738,Yasin,Karimi,yasin.karimi7738@example.com,9494664498.0,Qom,09/18/2023,P00164,Max Puzzle 164,Beauty,264.63,701.39,B034,Express Branch 34,isfahan,partner,2,10,cash,2023-05-26,460,100
S000004288,2025-09-03,C024362,Maryam,Karimi,maryam.karimi24362@example.com,9452133661.0,shiraz,11/18/2020,P00150,Smart Ball 150,Office,326.14,480.8,B039,Mall Branch 39,Shiraz,online,3,0,card,2023-07-12,22,40
S000004289,08/25/2025,C036466,Neda,Salehi,neda.salehi36466@example.com,9762705963.0,Tabriz,01/30/2021,P00085,Prime Puzzle 85,Sports,139.2,362.67,B009,South Branch 9,isfahan,store,6,0,wallet,2025-09-05,300,75
S000004290,31-05-2023,C000690,Arman,Rostami,arman.rostami690@example.com,9737594763.0,Karaj,04-02-2021,P00325,Pro Sneakers 325,Sports,168.9,456.16,B025,Bazaar Branch 25,Tehran,mobile,2,5,CARD,2025-05-17,404,75
S000004291,2024/06/05,C011998,Hana,Akbari,hana.akbari11998@example.com,9334753486.0,Shiraz,15-06-2023,P00409,Plus Ball 409,Grocery,244.96,443.97,B019,Bazaar Branch 19,Shiraz,mobile,2,10,card,05/11/2025,358,40
S000004292,2023-04-30,C033112,Omid,Moradi,omid.moradi33112@example.com,9959169403.0,shiraz,29-10-2022,P00253,Classic Notebook 253,Health,79.31,220.23,B015,Outlet Branch 15,Isfahan,partner,5,0,online,01/08/2023,387,100
S000004293,08/07/2025,C049753,Arman,Salehi,arman.salehi49753@example.com,9927473261.0,Karaj,2021/05/24,P00033,Smart Coffee 33,Health,338.72,496.36,B026,Central Branch 26,Mashhad,partner,10,10,cash,12/07/2023,365,50
S000004294,06-08-2024,C036904,Reza,Akbari,reza.akbari36904@example.com,9673347588.0,Mashhad,2024/05/09,P00020,Basic Headphones 20,Furniture,188.14,336.67,B003,Bazaar Branch 3,Karaj,online,1,25,wallet,12/13/2023,205,40
S000004295,2025/05/08,C005884,Yasin,Akbari,yasin.akbari5884@example.com,9930361458.0,Karaj,2024/01/28,P00198,Smart Puzzle 198,Travel,345.04,899.9,B007,Central Branch 7,Qom,partner,3,15,CARD,11/13/2024,406,100
S000004296,2024-06-14,C046927,Neda,Hosseini,neda.hosseini46927@example.com,9957277280.0,TEHRAN,2022-03-22,P00270,Max Headphones 270,Office,99.29,222.5,B012,South Branch 12,Mashhad,online,3,25,card,08/17/2023,328,30
S000004297,09/13/2023,C004459,Sara,Moradi,sara.moradi4459@example.com,9543425740.0,TEHRAN,2024-06-21,P00366,Classic Notebook 366,Toys,320.6,753.55,B028,Express Branch 28,isfahan,partner,4,25,card,12/04/2025,222,20
S000004298,09-12-2024,C019049,Neda,Rahimi,neda.rahimi19049@example.com,9124688224.0,Tehran,2024-06-22,P00470,Nova Notebook 470,Office,126.78,262.45,B010,Central Branch 10,Rasht,mobile,2,20,cash,13-07-2025,37,50
S000004299,2025/01/04,C041620,Mina,Jafari,mina.jafari41620@example.com,9293724022.0,Isfahan,02/11/2023,P00081,Eco Coffee 81,Electronics,267.58,643.87,B030,Airport Branch 30,Mashhad,mobile,10,0,cash,22-07-2023,300,50
S000004300,2024-09-28,C045306,Ali,Karimi,ali.karimi45306@example.com,9870191850.0,Rasht,07/18/2020,P00209,Max Coffee 209,Grocery,191.87,459.46,B009,South Branch 9,isfahan,store,2,0,CARD,14-04-2024,223,10
S000004301,03/05/2025,C005434,Yasin,Jafari,yasin.jafari5434@example.com,9426832697.0,isfahan,05/11/2020,P00023,Eco Ball 23,Books,204.05,491.54,B018,North Branch 18,Tabriz,partner,2,5,CARD,02-06-2023,339,100
S000004302,04-12-2024,C026532,Leila,Akbari,leila.akbari26532@example.com,9323703501.0,TEHRAN,07-11-2020,P00385,Plus Notebook 385,Sports,10.15,11.79,B025,Bazaar Branch 25,Tehran,mobile,1,0,CARD,22-06-2023,175,50
S000004303,2025/12/30,C010170,Arman,Moradi,arman.moradi10170@example.com,9457445348.0,tehran,11-08-2022,P00058,Classic Headphones 58,Travel,73.06,162.67,B019,Bazaar Branch 19,Shiraz,mobile,3,0,online,11-06-2024,291,10
S000004304,2023-08-11,C018308,Maryam,Ahmadi,maryam.ahmadi18308@example.com,9605105602.0,isfahan,02-08-2023,P00299,Basic Desk 299,Gaming,20.33,50.31,B010,Central Branch 10,Rasht,mobile,6,15,CARD,29-03-2024,1,10
S000004305,06/02/2025,C003671,Arman,Hosseini,arman.hosseini3671@example.com,9786606073.0,isfahan,2021/10/02,P00155,Plus Cream 155,Music,252.23,303.31,B001,Central Branch 1,Rasht,online,1,0,CARD,2023/07/17,275,100
S000004306,09-02-2025,C031230,Ali,Salehi,ali.salehi31230@example.com,9175397330.0,shiraz,2020/07/29,P00354,Eco Shirt 354,Jewelry,14.36,36.18,B011,Central Branch 11,TEHRAN,partner,1,20,CARD,2025/03/28,264,50
S000004307,2024/12/07,C027363,Omid,Karimi,omid.karimi27363@example.com,9269658961.0,shiraz,2021/02/17,P00436,Basic Notebook 436,Pets,41.7,75.27,B002,Mall Branch 2,Karaj,partner,1,15,card,2023/12/13,121,50
S000004308,2023-01-05,C047953,Amir,Rostami,amir.rostami47953@example.com,9968070925.0,Qom,2023-09-05,P00264,Pro Desk 264,Beauty,281.41,612.86,B008,West Branch 8,Isfahan,store,10,0,card,2025/05/30,387,100
S000004309,01/18/2025,C046303,Omid,Akbari,omid.akbari46303@example.com,9976319565.0,Tehran,2021-08-11,P00408,Prime Sneakers 408,Shoes,39.95,51.51,B016,North Branch 16,Rasht,online,5,5,CARD,2025/06/12,403,30
S000004310,12-03-2025,C046406,Reza,Jafari,reza.jafari46406@example.com,9976850883.0,Qom,2021-12-14,P00191,Classic Notebook 191,Garden,121.31,242.46,B007,Central Branch 7,Qom,partner,3,0,wallet,2025/02/06,196,30
S000004311,2024/10/09,C000798,Mina,Hosseini,mina.hosseini798@example.com,9366467312.0,Tabriz,05/15/2023,P00491,Classic Desk 491,Garden,287.98,508.98,B039,Mall Branch 39,Shiraz,online,3,0,card,2024/09/19,191,40
S000004312,2023-09-05,C023775,Arman,Rostami,arman.rostami23775@example.com,9278247111.0,Mashhad,11/09/2022,P00432,Pro Headphones 432,Automotive,362.49,426.62,B015,Outlet Branch 15,Isfahan,partner,8,5,card,2023-04-18,248,50
S000004313,11/27/2023,C005820,Ali,Karimi,ali.karimi5820@example.com,9936483568.0,Tehran,03/06/2020,P00422,Prime Desk 422,Home Appliances,179.61,346.09,B036,Express Branch 36,TEHRAN,store,3,0,CARD,2023-03-26,25,100
S000004314,26-02-2024,C002074,Maryam,Jafari,maryam.jafari2074@example.com,9608242781.0,tehran,10-10-2022,P00045,Smart Shirt 45,Sports,146.42,217.91,B010,Central Branch 10,Rasht,mobile,1,0,CARD,2023-01-02,299,20
S000004315,2025/03/07,C040547,Yasin,Rahimi,yasin.rahimi40547@example.com,9162345172.0,Tabriz,03-08-2022,P00153,Plus Puzzle 153,Health,369.08,590.34,B019,Bazaar Branch 19,Shiraz,mobile,4,0,card,2024-08-16,8,100
S000004316,2023-09-11,C030129,Arman,Rostami,arman.rostami30129@example.com,9456743464.0,TEHRAN,26-06-2024,P00272,Smart Coffee 272,Automotive,213.09,320.35,B019,Bazaar Branch 19,Shiraz,mobile,3,5,cash,2025-03-13,427,75
S000004317,07/01/2023,C011257,Leila,Jafari,leila.jafari11257@example.com,9460747342.0,Qom,2022/04/27,P00443,Smart Puzzle 443,Books,337.64,456.41,B020,North Branch 20,Shiraz,online,1,0,wallet,2024-06-11,342,50
S000004318,31-10-2025,C001890,Yasin,Hosseini,yasin.hosseini1890@example.com,9916227875.0,tehran,2023/09/15,P00255,Classic Sneakers 255,Music,107.06,262.05,B006,North Branch 6,tehran,online,4,25,online,2024-12-26,199,30
S000004319,2025/04/04,C024761,Omid,Ahmadi,omid.ahmadi24761@example.com,9565448438.0,tehran,2023/02/21,P00409,Plus Ball 409,Grocery,244.96,443.97,B034,Express Branch 34,isfahan,partner,4,15,CARD,05/12/2024,393,40
S000004320,2024-04-26,C022376,Hana,Rostami,hana.rostami22376@example.com,9210116393.0,Tehran,2021-06-10,P00270,Max Headphones 270,Office,99.29,222.5,B032,Central Branch 32,shiraz,partner,8,10,Online,08/21/2025,19,100
S000004321,05/25/2024,C028968,Sara,Karimi,sara.karimi28968@example.com,9445755937.0,isfahan,2020-11-13,P00130,Pro Ball 130,Office,335.8,760.51,B032,Central Branch 32,shiraz,partner,2,20,online,03/15/2023,276,100
S000004322,10-09-2023,C001958,Mina,Mohammadi,mina.mohammadi1958@example.com,9972147112.0,Qom,2020-09-06,P00282,Pro Ball 282,Home Appliances,148.9,364.51,B012,South Branch 12,Mashhad,online,1,0,Online,05/21/2025,176,20
S000004323,2023/07/04,C014567,Arman,Akbari,arman.akbari14567@example.com,9826897662.0,isfahan,07/12/2021,P00065,Basic Mixer 65,Sports,381.26,805.32,B032,Central Branch 32,shiraz,partner,5,0,cash,05/20/2024,314,40
S000004324,2023-05-03,C027682,Maryam,Ahmadi,maryam.ahmadi27682@example.com,9149660764.0,Isfahan,10/05/2023,P00285,Nova Ball 285,Sports,11.64,21.17,B028,Express Branch 28,isfahan,partner,3,5,Online,01/27/2025,494,100
S000004325,08/18/2024,C019704,Hana,Moradi,hana.moradi19704@example.com,9464233223.0,Tabriz,07/31/2020,P00253,Classic Notebook 253,Health,79.31,220.23,B001,Central Branch 1,Rasht,online,1,25,online,01/28/2025,449,75
S000004326,01-01-2024,C025925,Yasin,Akbari,yasin.akbari25925@example.com,9938864954.0,TEHRAN,26-06-2020,P00287,Nova Shirt 287,Clothing,104.62,257.48,B002,Mall Branch 2,Karaj,partner,4,10,online,20-12-2023,106,40
S000004327,2023/10/23,C033135,Amir,Ahmadi,amir.ahmadi33135@example.com,9275404460.0,shiraz,30-04-2023,P00417,Basic Mixer 417,Baby,166.29,246.46,B022,Outlet Branch 22,Rasht,mobile,5,15,Online,06-03-2024,152,10
S000004328,2024-10-16,C013419,Neda,Mohammadi,neda.mohammadi13419@example.com,9362881179.0,Shiraz,23-11-2023,P00413,Plus Shirt 413,Health,344.24,526.41,B014,Bazaar Branch 14,shiraz,mobile,8,25,wallet,29-11-2024,498,50
S000004329,06/07/2023,C047089,Leila,Rahimi,leila.rahimi47089@example.com,9297541523.0,tehran,2024/07/25,P00267,Eco Notebook 267,Clothing,260.43,311.3,B019,Bazaar Branch 19,Shiraz,mobile,4,15,CARD,24-03-2023,71,100
S000004330,26-12-2023,C034348,Hana,Salehi,hana.salehi34348@example.com,9365613638.0,Tabriz,2021/06/25,P00295,Plus Notebook 295,Music,259.03,436.2,B036,Express Branch 36,TEHRAN,store,1,0,card,11-06-2025,397,40
S000004331,2023/02/14,C035002,Amir,Rahimi,amir.rahimi35002@example.com,9753112548.0,isfahan,2020/09/03,P00277,Nova Shirt 277,Baby,22.67,27.89,B030,Airport Branch 30,Mashhad,mobile,1,25,online,26-08-2023,352,10
S000004332,2023-08-27,C006586,Ali,Ahmadi,ali.ahmadi6586@example.com,9514909754.0,Tabriz,2022-07-03,P00044,Eco Mixer 44,Beauty,302.06,834.85,B034,Express Branch 34,isfahan,partner,4,15,online,04-10-2023,37,30
S000004333,02/15/2023,C029008,Mina,Hosseini,mina.hosseini29008@example.com,9486459208.0,Karaj,2022-10-13,P00064,Eco Mixer 64,Beauty,399.45,808.91,B027,Express Branch 27,shiraz,store,6,15,cash,2025/09/27,376,75
S000004334,23-05-2024,C032841,Yasin,Ahmadi,yasin.ahmadi32841@example.com,9591710134.0,Tehran,2022-01-30,P00256,Basic Headphones 256,Pets,293.01,614.78,B018,North Branch 18,Tabriz,partner,5,20,Online,2023/10/10,37,50
S000004335,2025/09/09,C015759,Neda,Hosseini,neda.hosseini15759@example.com,9143069055.0,tehran,03/23/2020,P00129,Max Sneakers 129,Grocery,52.81,102.47,B036,Express Branch 36,TEHRAN,store,10,20,online,2023/01/24,294,10
S000004336,2025-07-28,C013535,Maryam,Salehi,maryam.salehi13535@example.com,9936123052.0,Qom,01/28/2020,P00189,Basic Notebook 189,Grocery,261.49,410.24,B013,Outlet Branch 13,Mashhad,mobile,2,15,card,2025/08/01,260,10
S000004337,09/15/2024,C033978,Sara,Rostami,sara.rostami33978@example.com,9478570200.0,TEHRAN,07/01/2023,P00394,Pro Puzzle 394,Jewelry,301.92,551.85,B009,South Branch 9,isfahan,store,2,0,Online,2023/07/25,275,50
S000004338,13-06-2025,C007608,Arman,Akbari,arman.akbari7608@example.com,9261077524.0,Shiraz,05-03-2024,P00264,Pro Desk 264,Beauty,281.41,612.86,B025,Bazaar Branch 25,Tehran,mobile,2,5,Online,2025/10/17,212,30
S000004339,2023/10/01,C044236,Mina,Karimi,mina.karimi44236@example.com,9757152338.0,tehran,06-01-2020,P00111,Basic Cream 111,Garden,155.52,295.18,B038,East Branch 38,Tehran,mobile,2,20,online,2024/11/11,499,10
S000004340,2023-07-22,C006103,Leila,Mohammadi,leila.mohammadi6103@example.com,9984830703.0,TEHRAN,18-07-2022,P00051,Classic Ball 51,Garden,94.83,161.88,B012,South Branch 12,Mashhad,online,6,0,wallet,2025-05-11,204,20
S000004341,02/22/2024,C038046,Arman,Karimi,arman.karimi38046@example.com,9611699513.0,Rasht,2021/10/27,P00194,Eco Coffee 194,Jewelry,44.4,115.98,B021,Airport Branch 21,tehran,online,2,10,CARD,2025-09-03,289,10
S000004342,04-06-2023,C022411,Sara,Jafari,sara.jafari22411@example.com,9974614243.0,Qom,2023/11/14,P00246,Smart Shirt 246,Toys,392.4,1056.94,B025,Bazaar Branch 25,Tehran,mobile,4,20,CARD,2024-06-29,396,40
S000004343,2023/06/13,C005725,Omid,Karimi,omid.karimi5725@example.com,9661644584.0,isfahan,2022/12/07,P00236,Pro Puzzle 236,Pets,157.58,186.29,B017,Express Branch 17,tehran,online,4,25,card,2025-02-21,1,100
S000004344,2024-12-15,C010086,Neda,Akbari,neda.akbari10086@example.com,9864555926.0,Karaj,2021-12-28,P00384,Prime Desk 384,Beauty,221.06,363.12,B036,Express Branch 36,TEHRAN,store,5,25,online,2023-06-11,211,100
S000004345,09/12/2024,C011701,Maryam,Rostami,maryam.rostami11701@example.com,9519163327.0,Qom,2022-04-19,P00357,Classic Shirt 357,Baby,323.67,832.68,B020,North Branch 20,Shiraz,online,2,15,cash,2023-02-11,225,100
S000004346,23-11-2024,C014496,Omid,Ahmadi,omid.ahmadi14496@example.com,9423221485.0,Isfahan,2021-02-25,P00126,Plus Puzzle 126,Toys,213.24,527.92,B031,North Branch 31,Tehran,store,4,20,cash,2024-12-12,260,75
S000004347,2024/10/09,C004943,Maryam,Akbari,maryam.akbari4943@example.com,9762935351.0,Shiraz,12/02/2023,P00297,Nova Puzzle 297,Baby,56.24,100.5,B027,Express Branch 27,shiraz,store,3,25,CARD,10/14/2024,83,50
S000004348,2023-03-31,C048140,Neda,Hosseini,neda.hosseini48140@example.com,9844143674.0,isfahan,07/18/2021,P00268,Basic Headphones 268,Shoes,248.33,507.33,B024,Outlet Branch 24,TEHRAN,store,2,10,wallet,12/01/2023,372,10
S000004349,06/14/2023,C028731,Omid,Karimi,omid.karimi28731@example.com,9291751822.0,Qom,01/03/2023,P00324,Pro Ball 324,Beauty,265.69,392.33,B031,North Branch 31,Tehran,store,2,10,cash,03/23/2023,302,75
S000004350,01-08-2025,C014428,Reza,Mohammadi,reza.mohammadi14428@example.com,9467957097.0,Karaj,20-05-2021,P00433,Prime Notebook 433,Health,187.76,358.31,B035,Mall Branch 35,isfahan,mobile,1,0,card,05/10/2025,464,50
S000004351,2023/09/05,C003365,Omid,Jafari,omid.jafari3365@example.com,9553609821.0,Tehran,12-09-2021,P00361,Classic Sneakers 361,Electronics,273.95,375.35,B009,South Branch 9,isfahan,store,1,15,CARD,11/22/2024,16,75
S000004352,2023-08-21,C047029,Mina,Rahimi,mina.rahimi47029@example.com,9996407565.0,Shiraz,04-01-2023,P00243,Smart Desk 243,Books,137.29,377.72,B036,Express Branch 36,TEHRAN,store,1,20,cash,08/21/2023,231,20
S000004353,07/26/2023,C011889,Omid,Rahimi,omid.rahimi11889@example.com,9126158206.0,isfahan,2020/11/23,P00084,Smart Desk 84,Beauty,17.93,30.03,B022,Outlet Branch 22,Rasht,mobile,3,15,cash,05/22/2025,314,50
S000004354,30-09-2024,C045385,Leila,Akbari,leila.akbari45385@example.com,9402908270.0,Tehran,2021/04/08,P00319,Basic Sneakers 319,Gaming,110.8,226.34,B035,Mall Branch 35,isfahan,mobile,6,25,Online,22-04-2024,472,75
S000004355,2025/05/15,C004473,Neda,Akbari,neda.akbari4473@example.com,9795508282.0,tehran,2022/03/29,P00266,Pro Puzzle 266,Toys,376.89,618.7,B040,Outlet Branch 40,tehran,online,6,0,card,15-07-2023,307,20
S000004356,2025-04-05,C019021,Yasin,Moradi,yasin.moradi19021@example.com,9230598095.0,tehran,2021-09-29,P00482,Classic Coffee 482,Home Appliances,63.22,175.51,B040,Outlet Branch 40,tehran,online,3,20,online,06-08-2023,17,40
